request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
4000,3775000,1228,718348,2.004,212.0,6.2
4000,3775000,1229,698984,2.0,217.3,5.7
4000,3775000,1230,422624,2.0,319.4,5.5
4000,3775000,1231,757828,2.0,203.3,5.9
4000,3775000,1232,697480,2.004,323.4,6.4
4000,3775000,1233,698232,2.0,212.2,5.5
4000,3775000,1234,754444,2.0,311.8,6.3
4000,3775000,1235,707444,2.0,323.9,6.5
4000,3775000,1236,638636,2.004,214.6,6.3
4000,3775000,1237,594832,2.0,322.4,5.0
4000,3775000,1238,748240,2.0,220.7,6.0
4000,3775000,1239,761588,2.0,212.4,5.7
6000,5696000,1200,778884,2.048,638.6,3.8
6000,5696000,1201,1130068,2.0,105.3,4.6
6000,5696000,1202,1122360,2.014666,110.2,3.1
6000,5696000,1203,1059004,2.02,211.5,7.2
6000,5696000,1204,1040768,2.0,111.6,3.9
6000,5696000,1205,1102432,2.009333,222.0,6.4
6000,5696000,1206,1068592,2.0,106.3,3.4
6000,5696000,1207,1118976,2.0,111.7,3.7
6000,5696000,1208,1046972,2.0,216.2,6.0
6000,5696000,1209,1078180,2.0,111.0,3.2
6000,5696000,1210,1096604,2.0,111.4,3.1
6000,5696000,1211,1007304,2.02,213.1,6.3
6000,5696000,1212,982300,2.004,111.7,3.4
6000,5696000,1213,647284,2.0,208.9,5.8
6000,5696000,1214,1041520,2.014666,212.5,5.8
6000,5696000,1215,623408,2.0,111.5,3.3
6000,5696000,1216,1007304,2.004,213.4,4.8
6000,5696000,1217,1061448,2.0,216.8,6.6
6000,5696000,1218,872320,2.014666,105.1,3.2
6000,5696000,1219,1148680,2.02,213.2,5.6
6000,5696000,1220,1064456,2.0,103.9,3.9
6000,5696000,1221,1099424,2.009333,211.4,6.2
6000,5696000,1222,822688,2.0,108.9,3.4
6000,5696000,1223,1109952,2.0,221.9,6.1
6000,5696000,1224,1050544,2.0,106.4,3.2
6000,5696000,1225,736960,2.0,212.1,5.5
6000,5696000,1226,848820,2.0,221.9,4.8
6000,5696000,1227,1167480,2.02,107.1,3.7
6000,5696000,1228,882848,2.0,219.7,6.3
6000,5696000,1229,1021216,2.0,210.3,6.0
